#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#1781 - >15731[]	multi-dom	224565	109	281	2.65528e-19	83.3741	COG1651	DsbG	N	 - 	Protein-disulfide isomerase [Posttranslational modification, protein turnover, chaperones]; Protein-disulfide isomerase [Posttranslational modification, protein turnover, chaperones].
Q#1782 - >15732[]	multi-dom	224087	8	536	3.89105e-151	443.303	COG1165	MenD	 - 	 - 	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [Coenzyme transport and metabolism]; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [Coenzyme metabolism].
Q#1782 - >15732[]	multi-dom	223107	26	519	1.28012e-17	84.6215	COG0028	IlvB	 - 	 - 	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme [Amino acid transport and metabolism, Coenzyme transport and metabolism]; Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase] [Amino acid transport and metabolism / Coenzyme metabolism].
Q#1784 - >15734[]	multi-dom	223163	33	1144	0	1522.11	COG0085	RpoB	 - 	 - 	DNA-directed RNA polymerase, beta subunit/140 kD subunit [Transcription]; DNA-directed RNA polymerase, beta subunit/140 kD subunit [Transcription].
Q#1785 - >15735[]	multi-dom	224247	18	596	0	586.626	COG1328	NrdD	 - 	 - 	Anaerobic ribonucleoside-triphosphate reductase [Nucleotide transport and metabolism]; Oxygen-sensitive ribonucleoside-triphosphate reductase [Nucleotide transport and metabolism].
Q#1786 - >15736[]	multi-dom	223818	1	558	1.14923e-45	167.815	COG0747	DdpA	 - 	 - 	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]; ABC-type dipeptide transport system, periplasmic component [Amino acid transport and metabolism].
Q#1786 - >15736[]	multi-dom	226636	1	557	5.70816e-32	128.678	COG4166	OppA	 - 	 - 	ABC-type oligopeptide transport system, periplasmic component [Amino acid transport and metabolism]; ABC-type oligopeptide transport system, periplasmic component [Amino acid transport and metabolism].
Q#1787 - >15737[]	specific	223595	11	163	3.70494e-44	147.794	COG0521	MoaB	 - 	cl00451	Molybdopterin biosynthesis enzyme MoaB [Coenzyme transport and metabolism]; Molybdopterin biosynthesis enzymes [Coenzyme metabolism].
Q#1787 - >15737[]	superfamily	294306	11	163	3.70494e-44	147.794	cl00451	MoCF_BD superfamily	 - 	 - 	MoCF_BD: molybdenum cofactor (MoCF) binding domain (BD). This domain is found a variety of proteins involved in biosynthesis of molybdopterin cofactor, like MoaB, MogA, and MoeA. The domain is presumed to bind molybdopterin.
Q#1787 - >15737[]	non-specific	223391	191	329	3.53772e-21	86.9536	COG0314	MoaE	 - 	cl00399	Molybdopterin synthase catalytic subunit [Coenzyme transport and metabolism]; Molybdopterin converting factor, large subunit [Coenzyme metabolism].
Q#1787 - >15737[]	superfamily	294281	191	329	3.53772e-21	86.9536	cl00399	MoaE superfamily	 - 	 - 	MoaE family. Members of this family are involved in biosynthesis of the molybdenum cofactor (Moco), an essential cofactor for a diverse group of redox enzymes. Moco biosynthesis is an evolutionarily conserved pathway present in eubacteria, archaea and eukaryotes. Moco contains a tricyclic pyranopterin, termed molybdopterin (MPT), which carries the cis-dithiolene group responsible for molybdenum ligation. This dithiolene group is generated by MPT synthase in the second major step in Moco biosynthesis. MPT synthase is a heterotetramer consisting of two large (MoaE) and two small (MoaD) subunits.
Q#1787 - >15737[]	multi-dom	223986	28	100	1.6213e-05	44.151	COG1058	CinA	C	 - 	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA [General function prediction only]; Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA [General function prediction only].
Q#1787 - >15737[]	multi-dom	223380	28	92	0.00242571	37.974	COG0303	MoeA	NC	 - 	Molybdopterin biosynthesis enzyme [Coenzyme transport and metabolism]; Molybdopterin biosynthesis enzyme [Coenzyme metabolism].
Q#1788 - >15738[]	non-specific	224822	106	213	6.68089e-05	41.5701	COG1910	YvgK	N	cl21456	Periplasmic molybdate-binding protein/domain  [Inorganic ion transport and metabolism]; Periplasmic molybdate-binding protein/domain [Inorganic ion transport and metabolism].
Q#1788 - >15738[]	superfamily	304360	106	213	6.68089e-05	41.5701	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	N	 - 	Type 2 periplasmic binding fold superfamily; This evolutionary model and hierarchy represent the ligand-binding domains found in solute binding proteins that serve as initial receptors in the transport, signal transduction and channel gating.  The PBP2 proteins share the same architecture as periplasmic binding proteins type 1 (PBP1), but have a different topology.  They are typically comprised of two globular subdomains connected by a flexible hinge and bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap. The origin of PBP module can be traced across the distant phyla, including eukaryotes, archebacteria, and prokaryotes.  The majority of PBP2 proteins are involved in the uptake of a variety of soluble substrates such as phosphate, sulfate, polysaccharides, lysine/arginine/ornithine, and histidine. After binding their specific ligand with high affinity, they can interact with a cognate membrane transport complex comprised of two integral membrane domains and two cytoplasmically located ATPase domains. This interaction triggers the ligand translocation across the cytoplasmic membrane energized by ATP hydrolysis.  Besides transport proteins, the family includes ionotropic glutamate receptors and unorthodox sensor proteins involved in signal transduction. The substrate binding domain of the LysR transcriptional regulators and the oligopeptide-like transport systems also contain the type 2 periplasmic binding fold and thus they are significantly homologous to that of the PBP2; however, these two families are grouped into a separate hierarchy of the PBP2 superfamily due to the large number of protein sequences.
Q#1788 - >15738[]	non-specific	224529	1	138	0.000160991	40.8098	COG1613	Sbp	C	cl21456	ABC-type sulfate transport system, periplasmic component [Inorganic ion transport and metabolism]; ABC-type sulfate transport system, periplasmic component [Inorganic ion transport and metabolism].
Q#1788 - >15738[]	superfamily	304360	1	138	0.000160991	40.8098	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	C	 - 	Type 2 periplasmic binding fold superfamily; This evolutionary model and hierarchy represent the ligand-binding domains found in solute binding proteins that serve as initial receptors in the transport, signal transduction and channel gating.  The PBP2 proteins share the same architecture as periplasmic binding proteins type 1 (PBP1), but have a different topology.  They are typically comprised of two globular subdomains connected by a flexible hinge and bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap. The origin of PBP module can be traced across the distant phyla, including eukaryotes, archebacteria, and prokaryotes.  The majority of PBP2 proteins are involved in the uptake of a variety of soluble substrates such as phosphate, sulfate, polysaccharides, lysine/arginine/ornithine, and histidine. After binding their specific ligand with high affinity, they can interact with a cognate membrane transport complex comprised of two integral membrane domains and two cytoplasmically located ATPase domains. This interaction triggers the ligand translocation across the cytoplasmic membrane energized by ATP hydrolysis.  Besides transport proteins, the family includes ionotropic glutamate receptors and unorthodox sensor proteins involved in signal transduction. The substrate binding domain of the LysR transcriptional regulators and the oligopeptide-like transport systems also contain the type 2 periplasmic binding fold and thus they are significantly homologous to that of the PBP2; however, these two families are grouped into a separate hierarchy of the PBP2 superfamily due to the large number of protein sequences.
Q#1788 - >15738[]	multi-dom	223797	1	253	2.08657e-45	151.703	COG0725	ModA	 - 	 - 	ABC-type molybdate transport system, periplasmic component [Inorganic ion transport and metabolism]; ABC-type molybdate transport system, periplasmic component [Inorganic ion transport and metabolism].
Q#1788 - >15738[]	multi-dom	223904	102	245	2.00463e-05	43.4529	COG0834	HisJ	N	 - 	ABC-type amino acid transport/signal transduction system, periplasmic component/domain [Amino acid transport and metabolism, Signal transduction mechanisms]; ABC-type amino acid transport/signal transduction systems, periplasmic component/domain [Amino acid transport and metabolism / Signal transduction mechanisms].
Q#1788 - >15738[]	multi-dom	223759	169	252	2.79258e-05	43.1965	COG0687	PotD	N	 - 	Spermidine/putrescine-binding periplasmic protein [Amino acid transport and metabolism]; Spermidine/putrescine-binding periplasmic protein [Amino acid transport and metabolism].
Q#1790 - >15740[]	non-specific	227179	1	96	3.479e-15	63.9073	COG4842	YukE	 - 	cl02005	Uncharacterized conserved protein YukE [Function unknown]; Uncharacterized protein conserved in bacteria [Function unknown].
Q#1790 - >15740[]	superfamily	295131	1	96	3.479e-15	63.9073	cl02005	WXG100 superfamily	 - 	 - 	Proteins of 100 residues with WXG; ESAT-6 is a small protein appears to be of fundamental importance in virulence and protective immunity in Mycobacterium tuberculosis. Homologues have been detected in other Gram-positive bacterial species. It may represent a novel secretion system potentially driven by the pfam01580 domains in the YukA-like proteins.
Q#1792 - >15742[]	multi-dom	224932	6	349	2.49571e-147	419.429	COG2021	MET2	 - 	 - 	Homoserine acetyltransferase  [Amino acid transport and metabolism]; Homoserine acetyltransferase [Amino acid transport and metabolism].
Q#1792 - >15742[]	multi-dom	223669	22	354	3.05212e-10	58.8711	COG0596	MhpC	 - 	 - 	Pimeloyl-ACP methyl ester carboxylesterase [Coenzyme transport and metabolism, General function prediction only]; Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only].
Q#1793 - >15743[]	multi-dom	224169	24	479	2.18227e-137	402.357	COG1249	Lpd	 - 	 - 	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme [Energy production and conversion]; Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes [Energy production and conversion].
Q#1793 - >15743[]	multi-dom	223523	25	468	1.71405e-23	101.145	COG0446	FadH2	 - 	 - 	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase [Lipid transport and metabolism]; Uncharacterized NAD(FAD)-dependent dehydrogenases [General function prediction only].
Q#1793 - >15743[]	multi-dom	223566	25	357	1.27614e-20	90.8144	COG0492	TrxB	 - 	 - 	Thioredoxin reductase [Posttranslational modification, protein turnover, chaperones]; Thioredoxin reductase [Posttranslational modification, protein turnover, chaperones].
Q#1793 - >15743[]	multi-dom	224172	24	354	3.29273e-15	75.7493	COG1252	Ndh	C	 - 	NADH dehydrogenase, FAD-containing subunit [Energy production and conversion]; NADH dehydrogenase, FAD-containing subunit [Energy production and conversion].
Q#1793 - >15743[]	multi-dom	224171	23	361	9.16155e-15	75.4321	COG1251	NirB	C	 - 	NAD(P)H-nitrite reductase, large subunit [Energy production and conversion]; NAD(P)H-nitrite reductase [Energy production and conversion].
Q#1793 - >15743[]	multi-dom	226160	25	363	1.83426e-08	55.1438	COG3634	AhpF	N	 - 	Alkyl hydroperoxide reductase subunit AhpF [Defense mechanisms]; Alkyl hydroperoxide reductase, large subunit [Posttranslational modification, protein turnover, chaperones].
Q#1793 - >15743[]	multi-dom	223567	7	353	3.45804e-08	54.2177	COG0493	GltD	N	 - 	NADPH-dependent glutamate synthase beta chain or related oxidoreductase [Amino acid transport and metabolism, General function prediction only]; NADPH-dependent glutamate synthase beta chain and related oxidoreductases [Amino acid transport and metabolism / General function prediction only].
Q#1793 - >15743[]	multi-dom	224983	23	253	1.7918e-06	48.6089	COG2072	CzcO	C	 - 	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD  [Inorganic ion transport and metabolism]; Predicted flavoprotein involved in K+ transport [Inorganic ion transport and metabolism].
Q#1793 - >15743[]	multi-dom	224992	214	328	0.00133765	39.4927	COG2081	YhiN	NC	 - 	Predicted flavoprotein YhiN [General function prediction only]; Predicted flavoproteins [General function prediction only].
Q#1793 - >15743[]	multi-dom	223717	24	175	0.00167562	39.3636	COG0644	FixC	C	 - 	Dehydrogenase (flavoprotein) [Energy production and conversion]; Dehydrogenases (flavoproteins) [Energy production and conversion].
Q#1793 - >15743[]	multi-dom	224070	8	58	0.00214758	38.9905	COG1148	HdrA	C	 - 	Heterodisulfide reductase, subunit A (polyferredoxin)  [Energy production and conversion]; Heterodisulfide reductase, subunit A and related polyferredoxins [Energy production and conversion].
Q#1793 - >15743[]	multi-dom	223523	4	58	0.00221254	38.7426	COG0446	FadH2	NC	 - 	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase [Lipid transport and metabolism]; Uncharacterized NAD(FAD)-dependent dehydrogenases [General function prediction only].
Q#1793 - >15743[]	multi-dom	224992	24	187	0.00473387	37.9519	COG2081	YhiN	C	 - 	Predicted flavoprotein YhiN [General function prediction only]; Predicted flavoproteins [General function prediction only].
Q#1793 - >15743[]	multi-dom	224154	23	60	0.00712382	37.414	COG1233	COG1233	C	 - 	Phytoene dehydrogenase-related protein  [Secondary metabolites biosynthesis, transport and catabolism]; Phytoene dehydrogenase and related proteins [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1793 - >15743[]	multi-dom	223727	23	52	0.00852113	36.9922	COG0654	UbiH	C	 - 	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases [Coenzyme transport and metabolism, Energy production and conversion]; 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases [Coenzyme metabolism / Energy production and conversion].
Q#1794 - >15744[]	multi-dom	224525	29	350	8.26084e-95	284.202	COG1609	PurR	 - 	 - 	DNA-binding transcriptional regulator, LacI/PurR family [Transcription]; Transcriptional regulators [Transcription].
Q#1794 - >15744[]	multi-dom	224791	32	349	1.49899e-18	83.6721	COG1879	RbsB	 - 	 - 	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain [Carbohydrate transport and metabolism]; ABC-type sugar transport system, periplasmic component [Carbohydrate transport and metabolism].
Q#1795 - >15745[]	non-specific	223848	54	227	1.45198e-19	87.7537	COG0777	AccD	 - 	cl23717	Acetyl-CoA carboxylase beta subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase beta subunit [Lipid metabolism].
Q#1795 - >15745[]	superfamily	304874	54	227	1.45198e-19	87.7537	cl23717	crotonase-like superfamily	 - 	 - 	Crotonase/Enoyl-Coenzyme A (CoA) hydratase superfamily. This superfamily contains a diverse set of enzymes including enoyl-CoA hydratase, napthoate synthase, methylmalonyl-CoA decarboxylase, 3-hydoxybutyryl-CoA dehydratase, and dienoyl-CoA isomerase. Many of these play important roles in fatty acid metabolism. In addition to a conserved structural core and the formation of trimers (or dimers of trimers), a common feature in this superfamily is the stabilization of an enolate anion intermediate derived from an acyl-CoA substrate. This is accomplished by two conserved backbone NH groups in active sites that form an oxyanion hole.
Q#1795 - >15745[]	non-specific	223895	307	426	6.1179e-06	46.8735	COG0825	AccA	NC	cl23717	Acetyl-CoA carboxylase alpha subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase alpha subunit [Lipid metabolism].
Q#1795 - >15745[]	superfamily	304874	307	426	6.1179e-06	46.8735	cl23717	crotonase-like superfamily	NC	 - 	Crotonase/Enoyl-Coenzyme A (CoA) hydratase superfamily. This superfamily contains a diverse set of enzymes including enoyl-CoA hydratase, napthoate synthase, methylmalonyl-CoA decarboxylase, 3-hydoxybutyryl-CoA dehydratase, and dienoyl-CoA isomerase. Many of these play important roles in fatty acid metabolism. In addition to a conserved structural core and the formation of trimers (or dimers of trimers), a common feature in this superfamily is the stabilization of an enolate anion intermediate derived from an acyl-CoA substrate. This is accomplished by two conserved backbone NH groups in active sites that form an oxyanion hole.
Q#1795 - >15745[]	non-specific	223848	322	531	0.000594742	40.7594	COG0777	AccD	N	cl23717	Acetyl-CoA carboxylase beta subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase beta subunit [Lipid metabolism].
Q#1795 - >15745[]	non-specific	223895	54	206	0.00148337	39.5547	COG0825	AccA	NC	cl23717	Acetyl-CoA carboxylase alpha subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase alpha subunit [Lipid metabolism].
Q#1795 - >15745[]	multi-dom	227136	13	548	0	729.011	COG4799	MmdA	 - 	 - 	Acetyl-CoA carboxylase, carboxyltransferase component [Lipid transport and metabolism]; Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) [Lipid metabolism].
Q#1796 - >15746[]	non-specific	225967	512	591	0.000661032	38.1581	COG3433	DhbB2	 - 	cl09936	Aryl carrier domain [Secondary metabolites biosynthesis, transport and catabolism]; Aryl carrier domain [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1796 - >15746[]	superfamily	299128	512	591	0.000661032	38.1581	cl09936	PP-binding superfamily	 - 	 - 	Phosphopantetheine attachment site; A 4'-phosphopantetheine prosthetic group is attached through a serine. This prosthetic group acts as a a 'swinging arm' for the attachment of activated fatty acid and amino-acid groups. This domain forms a four helix bundle. The inclusion of these members is supported by sequence analysis and functional evidence. The related domain of Vibrio anguillarum angR has the attachment serine replaced by an alanine.
Q#1796 - >15746[]	multi-dom	223951	20	425	2.12985e-72	254.107	COG1020	EntF	N	 - 	Non-ribosomal peptide synthetase component F [Secondary metabolites biosynthesis, transport and catabolism]; Non-ribosomal peptide synthetase modules and related proteins [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1796 - >15746[]	multi-dom	223395	21	500	2.58813e-61	218.485	COG0318	CaiC	 - 	 - 	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II [Lipid transport and metabolism, Secondary metabolites biosynthesis, transport and catabolism]; Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II [Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism].
Q#1796 - >15746[]	multi-dom	223442	38	500	1.02863e-46	175.17	COG0365	Acs	 - 	 - 	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase [Lipid transport and metabolism]; Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases [Lipid metabolism].
Q#1796 - >15746[]	multi-dom	223952	24	500	4.1344e-36	143.725	COG1021	EntE	 - 	 - 	Non-ribosomal peptide synthetase component E (peptide arylation enzyme) [Secondary metabolites biosynthesis, transport and catabolism]; Peptide arylation enzymes [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1796 - >15746[]	multi-dom	223953	25	460	6.76784e-20	94.3064	COG1022	FAA1	 - 	 - 	Long-chain acyl-CoA synthetase (AMP-forming)  [Lipid transport and metabolism]; Long-chain acyl-CoA synthetases (AMP-forming) [Lipid metabolism].
Q#1796 - >15746[]	multi-dom	223188	720	815	9.88971e-10	58.3589	COG0110	WbbJ	N	 - 	Acetyltransferase (isoleucine patch superfamily) [General function prediction only]; Acetyltransferase (isoleucine patch superfamily) [General function prediction only].
Q#1796 - >15746[]	multi-dom	224458	159	427	1.1727e-08	57.7138	COG1541	PaaK	N	 - 	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family [Coenzyme transport and metabolism]; Coenzyme F390 synthetase [Coenzyme metabolism].
Q#1796 - >15746[]	multi-dom	223188	1228	1305	0.000155919	42.951	COG0110	WbbJ	N	 - 	Acetyltransferase (isoleucine patch superfamily) [General function prediction only]; Acetyltransferase (isoleucine patch superfamily) [General function prediction only].
Q#1796 - >15746[]	multi-dom	223975	1232	1318	0.000230034	42.2994	COG1045	CysE	N	 - 	Serine acetyltransferase [Amino acid transport and metabolism]; Serine acetyltransferase [Amino acid transport and metabolism].
Q#1796 - >15746[]	multi-dom	223974	741	819	0.000473624	42.6701	COG1044	LpxD	N	 - 	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [Cell wall/membrane/envelope biogenesis]; UDP-3-O-[3-hydroxymyristoyl].
Q#1796 - >15746[]	multi-dom	223735	1228	1306	0.000576753	41.0344	COG0663	PaaY	NC	 - 	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily [General function prediction only]; Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily [General function prediction only].
Q#1796 - >15746[]	multi-dom	223974	1257	1289	0.00277695	39.9737	COG1044	LpxD	NC	 - 	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [Cell wall/membrane/envelope biogenesis]; UDP-3-O-[3-hydroxymyristoyl].
Q#1796 - >15746[]	multi-dom	223735	741	815	0.00281592	38.7233	COG0663	PaaY	NC	 - 	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily [General function prediction only]; Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily [General function prediction only].
Q#1796 - >15746[]	multi-dom	223974	740	815	0.00741982	38.8181	COG1044	LpxD	NC	 - 	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [Cell wall/membrane/envelope biogenesis]; UDP-3-O-[3-hydroxymyristoyl].
Q#1797 - >15747[]	specific	223559	44	285	1.9444e-52	170.988	COG0483	SuhB	 - 	cl00289	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family [Carbohydrate transport and metabolism]; Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family [Carbohydrate transport and metabolism].
Q#1797 - >15747[]	superfamily	294204	44	285	1.9444e-52	170.988	cl00289	FIG superfamily	 - 	 - 	FIG, FBPase/IMPase/glpX-like domain. A superfamily of metal-dependent phosphatases with various substrates. Fructose-1,6-bisphospatase (both the major and the glpX-encoded variant) hydrolyze fructose-1,6,-bisphosphate to fructose-6-phosphate in gluconeogenesis. Inositol-monophosphatases and inositol polyphosphatases play vital roles in eukaryotic signalling, as they participate in metabolizing the messenger molecule Inositol-1,4,5-triphosphate. Many of these enzymes are inhibited by Li+.
Q#1797 - >15747[]	non-specific	224139	68	258	7.24548e-20	85.4391	COG1218	CysQ	 - 	cl00289	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase [Inorganic ion transport and metabolism]; 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	non-specific	223703	10	52	0.00816224	35.4274	COG0630	VirB11	NC	cl21455	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase [Intracellular trafficking, secretion, and vesicular transport]; Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis [Cell motility and secretion / Intracellular trafficking and secretion].
Q#1799 - >15749[]	superfamily	304359	10	52	0.00816224	35.4274	cl21455	P-loop_NTPase superfamily	NC	 - 	P-loop containing Nucleoside Triphosphate Hydrolases; Members of the P-loop NTPase domain superfamily are characterized by a conserved nucleotide phosphate-binding motif, also referred to as the Walker A motif (GxxxxGK[S/T], where x is any residue), and the Walker B motif (hhhh[D/E], where h is a hydrophobic  residue). The Walker A and B motifs bind the beta-gamma phosphate moiety of the bound nucleotide (typically ATP or GTP) and the Mg2+ cation, respectively. The P-loop NTPases are involved in diverse cellular functions, and they can be divided into two major structural classes: the KG (kinase-GTPase) class which includes Ras-like GTPases and its circularly permutated YlqF-like; and the ASCE (additional strand catalytic E) class which includes ATPase Binding Cassette (ABC), DExD/H-like helicases, 4Fe-4S iron sulfur cluster binding proteins of NifH family, RecA-like F1-ATPases, and ATPases Associated with a wide variety of Activities (AAA). Also included are a diverse set of nucleotide/nucleoside kinase families.
Q#1799 - >15749[]	multi-dom	225438	1	224	1.00836e-122	346.125	COG2884	FtsE	 - 	 - 	ABC-type ATPase involved in cell division [Cell cycle control, cell division, chromosome partitioning]; Predicted ATPase involved in cell division [Cell division and chromosome partitioning].
Q#1799 - >15749[]	multi-dom	224059	1	219	2.20503e-75	226.236	COG1136	LolD	 - 	 - 	ABC-type lipoprotein export system, ATPase component [Cell wall/membrane/envelope biogenesis]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	224058	1	217	2.11155e-70	217.117	COG1135	AbcC	C	 - 	ABC-type methionine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type metal ion transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224041	1	197	2.00436e-64	198.935	COG1116	TauB	C	 - 	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224051	1	217	4.06058e-62	192.723	COG1126	GlnQ	 - 	 - 	ABC-type polar amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type polar amino acid transport system, ATPase component [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	226361	1	227	9.2222e-60	190.569	COG3842	PotA	C	 - 	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components [Amino acid transport and metabolism]; ABC-type spermidine/putrescine transport systems, ATPase components [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	224054	1	220	3.79048e-58	184.433	COG1131	CcmA	C	 - 	ABC-type multidrug transport system, ATPase component [Defense mechanisms]; ABC-type multidrug transport system, ATPase component [Defense mechanisms].
Q#1799 - >15749[]	multi-dom	226164	1	219	2.85846e-57	180.912	COG3638	PhnC	 - 	 - 	ABC-type phosphate/phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphate/phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224047	1	219	5.17573e-56	177.063	COG1122	EcfA2	 - 	 - 	Energy-coupling factor transporter ATP-binding protein EcfA2 [Inorganic ion transport and metabolism, General function prediction only]; ABC-type cobalt transport system, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	226359	1	217	4.06788e-55	177.837	COG3839	MalK	C	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport systems, ATPase components [Carbohydrate transport and metabolism].
Q#1799 - >15749[]	multi-dom	224050	1	221	5.47113e-55	176.718	COG1125	OpuBA	C	 - 	ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type proline/glycine betaine transport systems, ATPase components [Amino acid transport and metabolism].
Q#1799 - >15749[]	multi-dom	226647	2	219	1.04675e-53	171.045	COG4181	YbbA	 - 	 - 	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component [Secondary metabolites biosynthesis, transport and catabolism]; Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1799 - >15749[]	multi-dom	224046	1	212	9.31742e-49	159.317	COG1121	ZnuC	 - 	 - 	ABC-type Mn2+/Zn2+ transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type Mn/Zn transport systems, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224052	1	217	2.21848e-48	158.525	COG1127	MlaF	 - 	 - 	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF [Cell wall/membrane/envelope biogenesis]; ABC-type transport system involved in resistance to organic solvents, ATPase component [Secondary metabolites biosynthesis, transport, and catabolism].
Q#1799 - >15749[]	multi-dom	224043	1	220	1.3866e-47	158.667	COG1118	CysA	C	 - 	ABC-type sulfate/molybdate transport systems, ATPase component [Inorganic ion transport and metabolism]; ABC-type sulfate/molybdate transport systems, ATPase component [Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224049	1	219	4.56137e-47	154.73	COG1124	DppF	 - 	 - 	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism, Inorganic ion transport and metabolism]; ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism / Inorganic ion transport and metabolism].
Q#1799 - >15749[]	multi-dom	224045	1	223	1.2455e-43	146.169	COG1120	FepC	 - 	 - 	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component [Inorganic ion transport and metabolism, Coenzyme transport and metabolism]; ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components [Inorganic ion transport and metabolism / Coenzyme metabolism].
